userName,content,score,thumbsUpCount,appVersion
A Google user,Good game but the last hotel was completely an afterthought and almost a replica of the first hotel it was dissapointing to level up to the last hotel only for it to be an extreme downgrade to the one before it. Also its extremely cluttered and looked like a mess when upgraded,4,0,1.2.0
A Google user,It is an ok game. Limited in what you can do. Repetitive in each hotel. Fixed development structure. But reasonably fun at time. Plenty of waiting for money to roll in. Like many phone games there isn't any way to fail.,4,0,
A Google user,"I like it but there needs to be a lot more added to it. The dude that comes zooming in, in his gold car to give you cash if you watch an ad, needs to offer more money. Or at least more money the longer and more you spend. And options to earn more free gems.",2,0,1.2.0
A Google user,Great game. Addictive. Goals are achievable and it doesn't bombard you with ads. I happily watch the ads to get some extra cash and benefits that make the game progress at an enjoyable speed.,5,0,1.6.0
Taylor Ross,Very relaxing and fun! Don't have to spend either! Only for extra luxuries that you already can access through watching quick ads. This is nice as well to not be bombarded with ads either. Love it!,5,0,1.7.1
A Google user,Good game fun and simple to play. Only one problem. I've had a few instances where I've purchased furnishings with crystals and it's been placeed in game but when reopen the a later its not longer there.,4,0,1.3.1
A Google user,"I have finished the last hotel in this, took me a few weeks and I played it during my lunch breaks and the odd bits when waiting or bored. Really enjoyed it. I would love there to be more hotels, so if you do make more, I'll reinstall it. Great game, very pleasing on the eyes and a great time killer.",5,0,
A Google user,Pretty slow starting but it's one of codigames most interesting idle tycoon games. The ad bonus tend to not work after one or two uses. I don't mind an occasional ad for a boost and probably wouldn't spend money on the +$10 bonus so that's unfortunate.,4,0,1.1.0
A Google user,"I really do enjoy the concept of this game but it's glitchy. Sometimes the ads don't work so I usually restart the app, which will bring them back, but then I have another problem. I will have all rooms booked when I close the app but open it right away and some of my rooms are empty. What's going on?",3,0,1.1.1
Kimberley Atkinson,I have just found this game.two hours ago and I have not stopped playing since to get it started and set up. Yes it is annoying that at the beginning you need to keep watching an add to gain more money quicker but that is optional. So far I am enjoying the start.,5,0,1.7.1
A Google user,"Decent game design but you cant do anything without constant ad viewing. This whole game is basically more ads than actual game. not to mention some ads bug out, freezing the app, forcing you to reload the game.",2,0,1.2.0
Andre W.,"It's an okay game, if you don't mind the glitches. Almost all the time, the game's power-ups won't work if you don't have AD free because if won't show the ""watch AD"" button. If you leave the game on a certain hotel, you won't earn any money.",2,0,1.9.7
A Google user,"Pretty good game! So far so good, it's not highly demanding with the ads and there are still other things I can do without the ads. Although, the money does accumulate kind of slow.",4,0,1.2.0
A Google user,Pretty much impossible to get money early on without watching ads and money doesnt carry over between hotels so when you max one out it essentially becomes useless. Everything in the second hotel is significantly more expensive but the base rate of money earned is the same meaning you have to watch even more ads to get anywhere,1,0,
A Google user,"Was going great until this upgrade. The hotel closes soon after logging out. The cumulative time of 2 hours of play doesn't work. Also, once out, the hotel runs only half full... Please fix this.",2,0,1.5.0
